년도별 산불통계,,,,,,,,,,,,,,,,,
2023,03,27,13:55,월,2023,03,27,14:23,충남,충남,금산,추부,추정,기,기타(직접입력),조사중,0.03
2023,03,27,12:10,월,2023,03,27,14:00,전북,전북,진안,마령,덕천,입,기타(직접입력),입산자실화추정,1
2023,03,26,14:52,일,2023,03,26,17:30,강원,강원,홍천,영귀미,좌운,기,기타(직접입력),미상,1.2
2023,03,26,14:50,일,2023,03,26,20:00,경기,경기,양주,백석,방성,입,기타(직접입력),입산자실화,0.04
2023,03,26,14:45,일,2023,03,27,08:00,인천,인천,강화,화도,동막,,기타(직접입력),주택화재,22
2023,03,25,16:49,토,2023,03,25,18:30,충남,충남,보령,미산,봉성,,기타(직접입력),농산부산물소각,0.04
2023,03,25,13:11,토,2023,03,25,14:09,경기,경기,포천,,동교,담,기타(직접입력),담뱃불실화,0.07
2023,03,24,18:12,금,2023,03,24,20:10,강원,강원,춘천,남산,강촌,기,기타(직접입력),불씨취급부주의,0.2
2023,03,24,15:39,금,2023,03,24,15:57,경기,경기,고양,덕양,원흥,담,기타(직접입력),담뱃불실화,0.01
2023,03,24,12:10,금,2023,03,24,14:00,경기,경기,남양주,와부,팔당,기,작업장실화,엔진톱불씨발화,0.03
2023,03,24,11:01,금,2023,03,24,11:30,경기,경기,남양주,,지금,기,기타(직접입력),미상,0.01
2023,03,22,19:47,수,2023,03,22,22:30,전북,전북,진안,성수,좌포,쓰,기타(직접입력),쓰레기소각,0.5
2023,03,22,17:15,수,2023,03,22,19:00,강원,강원,화천,간동,오음,기,작업장실화,산업현장실화,0.05
2023,03,22,16:00,수,2023,03,22,17:13,충북,충북,청주 상당,남성,귀래,,기타(직접입력),주택화재,0.5
2023,03,22,15:42,수,2023,03,22,16:20,인천,인천,옹진,북도,신도,기,기타(직접입력),미상,0.03
2023,03,22,14:31,수,2023,03,22,16:00,전북,전북,익산,여산,두여,기,기타(직접입력),미상,0.5
2023,03,22,12:41,수,2023,03,22,15:23,충남,충남,태안,소원,신덕,기,기타(직접입력),도로변발화(담뱃불)추정,0.2
2023,03,22,12:37,수,2023,03,22,16:00,남부,경북,상주,공성,영오,입,기타(직접입력),입산자실화추정,0.58
2023,03,22,12:20,수,2023,03,22,14:20,충북,충북,단양,적성,성곡,기,기타(직접입력),조사중,1
2023,03,22,12:16,수,2023,03,22,19:00,북부,강원,양구,국토정중앙,적,기,기타(직접입력),배터리발화,1
2023,03,22,11:25,수,2023,03,22,13:30,전북,전북,무주,무풍,철목,입,기타(직접입력),입산자실화추정,0.1
2023,03,22,11:07,수,2023,03,22,16:00,전북,전북,완주,소양,명덕,기,기타(직접입력),비닐하우스화재,0.2
2023,03,22,01:10,수,2023,03,22,04:06,충북,충북,제천,백운,평동,담,기타(직접입력),담뱃불실화,0.4
2023,03,21,17:49,화,2023,03,21,20:06,경기,경기,여주,점동,당진,기,기타(직접입력),미상,0.02
2023,03,21,16:26,화,2023,03,22,01:00,동부,강원,고성,간성,진부,기,기타(직접입력),원인미상(낙뢰추정),0.01
2023,03,21,15:17,화,2023,03,21,18:00,강원,강원,원주,소초,교항,,기타(직접입력),밭두렁소각,0.5
2023,03,21,14:47,화,2023,03,21,15:20,경기,경기,시흥,,과림,담,기타(직접입력),담뱃불실화,0.02
2023,03,21,14:36,화,2023,03,21,18:20,경기,경기,가평,북내,적목,쓰,쓰레기소각,쓰레기소각,2.9
2023,03,21,14:27,화,2023,03,21,18:10,북부,강원,양구,방산,건슬,기,기타(직접입력),불발탄발화추정,0.3
2023,03,21,14:05,화,2023,03,21,16:10,경남,경남,의령,영덕,죽전,기,작업장실화,산업현장실화,0.1
2023,03,21,13:52,화,2023,03,21,17:02,경북,경북,영덕,남정,사암,기,기타(직접입력),조사중,0.5
2023,03,21,12:55,화,2023,03,21,16:10,경남,경남,산청,생비량,제보,기,작업장실화,건축공사장실화,2
2023,03,21,12:52,화,2023,03,21,14:20,울산,울산,울주,두동,삼정,입,기타(직접입력),입산자실화추정,1.2
2023,03,21,12:48,화,2023,03,21,14:50,충북,충북,청주 상당,남성,추정,기,기타(직접입력),전기합선추정,1
2023,03,21,12:20,화,2023,03,21,14:05,전남,전남,광양,진상,황죽,쓰,기타(직접입력),쓰레기소각,0.3
2023,03,21,12:12,화,2023,03,21,16:30,경북,경북,안동,도산,의일,기,기타(직접입력),조사중,10
2023,03,21,11:27,화,2023,03,21,14:30,전남,전남,영광,염산,야월,입,기타(직접입력),입산자실화추정,0.1
2023,03,21,10:12,화,2023,03,21,10:50,경기,경기,파주,탄현,법흥,기,기타(직접입력),원인미상,0.01
2023,03,20,14:50,월,2023,03,20,16:30,충남,충남,천안 동남,목천,도장,기,기타(직접입력),`전기누전,0.1
2023,03,20,13:51,월,2023,03,20,14:50,전북,전북,장수,장계,명덕,담,기타(직접입력),담뱃불실화,0.1
2023,03,20,13:48,월,2023,03,20,21:00,충남,충남,서천,마산,요곡,,농산폐기물소각,농산부산불소각(볏짚),16.81
2023,03,20,13:31,월,2023,03,20,17:40,전남,전남,고흥,영남,양사,기,작업장실화,용접불씨취급부주의,0.1
2023,03,20,13:23,월,2023,03,20,16:50,충남,충남,서천,판교,흥림,입,기타(직접입력),입산자실화(담뱃불추정),0.03
2023,03,20,12:50,월,2023,03,20,18:00,부산,부산,부산진,,범천,기,기타(직접입력),조사중,0.03
2023,03,20,12:15,월,2023,03,20,16:40,전북,전북,임실,오수,오암,기,기타(직접입력),용접불꽃부주의(움막),1
2023,03,20,02:45,월,2023,03,20,03:44,인천,인천,계양,,효성,기,기타(직접입력),원인미상,0.01
2023,03,19,18:26,일,2023,03,19,19:25,충남,충남,보령,주산,야룡,,기타(직접입력),농산폐기물소각,0.05
2023,03,19,18:00,일,2023,03,19,20:30,충북,충북,진천,초평,용정,입,기타(직접입력),입산자실화추정,0.1
2023,03,19,16:08,일,2023,03,19,16:50,경기,경기,양평,개군,부대,담,기타(직접입력),담뱃불실화,0.05
2023,03,19,14:54,일,2023,03,19,17:30,경남,경남,남해,창선,가인,,기타(직접입력),농산부산불소각,0.3
2023,03,19,14:40,일,2023,03,19,18:20,경북,경북,영천,청통,죽정,,기타(직접입력),농장화재비화,1.5
2023,03,19,12:10,일,2023,03,19,12:50,충북,충북,제천,백운,화당,담,기타(직접입력),담뱃불실화,0.1
2023,03,19,05:50,일,2023,03,19,11:00,전남,전남,보성,회천,봉강,입,기타(직접입력),입산자실화추정,0.1
2023,03,18,21:31,토,2023,03,20,09:00,전남,전남,순천,별량,금치,쓰,기타(직접입력),쓰레기소각(낙엽),16
2023,03,18,16:56,토,2023,03,19,17:48,경북,경북,성주,선남,관화,기,기타(직접입력),성묘객실화,0.1
2023,03,18,16:38,토,2023,03,19,16:30,강원,강원,평창,진부,신기,기,기타(직접입력),화목보일러재투기,20.2
2023,03,18,15:45,토,2023,03,19,12:00,강원,강원,정선,화암,백전,,기타(직접입력),논밭두렁소각,0.8
2023,03,18,15:17,토,2023,03,18,18:10,충남,충남,보령,미산,남심,입,기타(직접입력),입산자실화추정,6.37
2023,03,18,14:55,토,2023,03,19,10:40,전남,전남,화순,청풍,신,입,기타(직접입력),입산자실화추정,3
2023,03,18,14:34,토,2023,03,18,18:00,중부,충북,옥천,청성,조천,쓰,쓰레기소각,쓰레기소각,0.8
2023,03,18,14:08,토,2023,03,18,19:00,충북,충북,영동,심천,금정,기,기타(직접입력),조사중,10
2023,03,18,14:01,토,2023,03,18,17:30,충북,충북,제천,한수,북노,입,기타(직접입력),입산자실화추정,0.1
2023,03,18,13:34,토,2023,03,18,20:10,전북,전북,완주,용진,간중,기,기타(직접입력),원인미상,3
2023,03,18,13:21,토,2023,03,18,16:15,충남,충남,예산,예산,예산,담,기타(직접입력),담뱃불실화추정,2
2023,03,18,12:41,토,2023,03,18,16:30,충북,충북,제천,청풍,오산,쓰,기타(직접입력),쓰레기소각,0.2
2023,03,18,12:15,토,2023,03,18,13:57,경기,경기,여주,북내,지내,,기타(직접입력),농산폐기물소각추정,0.07
2023,03,18,11:47,토,2023,03,18,13:30,전북,전북,완주,용진,운곡,기,기타(직접입력),원인미상,0.7
2023,03,17,21:21,금,2023,03,18,00:25,경기,경기,양주,광적,우고,,주택화재비화,공장화재,0.5
2023,03,17,16:23,금,2023,03,17,18:00,부산,부산,기장,장관,월평,쓰,쓰레기소각,쓰레기소각,0.09
2023,03,17,05:02,금,2023,03,17,07:00,충남,충남,공주,사곡,신영,,기타(직접입력),주택화재,0.15
2023,03,17,04:20,금,2023,03,17,11:24,경북,경북,경산,진량,아사,기,기타(직접입력),차량화재,4
2023,03,16,21:05,목,2023,03,16,22:05,강원,강원,영월,남,연당,기,기타(직접입력),전선합선추정,0.05
2023,03,16,19:13,목,2023,03,16,23:50,경남,경남,진주,명석,덕곡,기,기타(직접입력),미상,0.5
2023,03,16,14:54,목,2023,03,22,00:00,경북,경북,상주,외남,혼평,기,기타(직접입력),불씨취급부주의(재투기),86
2023,03,16,12:18,목,2023,03,16,17:15,전남,전남,진도,의신,만길,기,기타(직접입력),야적장화재,0.3
2023,03,16,12:02,목,2023,03,16,13:00,부산,부산,연제,,연산,담,기타(직접입력),담뱃불실화추정,0.01
2023,03,16,11:29,목,2023,03,16,16:23,경남,경남,밀양,무안,옹동,기,작업장실화,절단기작업불꽃비화,0.2
2023,03,15,22:20,수,2023,03,16,00:27,경기,경기,하남,,상사창,,기타(직접입력),건축물실화,0.2
2023,03,14,16:10,화,2023,03,14,16:45,경기,경기,양주,백석,방성,기,기타(직접입력),미상,0.01
2023,03,14,14:49,화,2023,03,14,17:00,경남,경남,거제,거제,내간,입,기타(직접입력),입산자실화추정,0.04
2023,03,14,14:36,화,2023,03,14,16:50,충남,충남,금산,부리,평촌,기,기타(직접입력),양봉장벌통소독중발화,3
2023,03,14,13:58,화,2023,03,14,17:48,경기,경기,여주,가남,태평,기,기타(직접입력),조사중,1.93
2023,03,14,13:54,화,2023,03,14,16:00,전북,전북,남원,대강,사석,기,기타(직접입력),합선,0.3
2023,03,14,13:41,화,2023,03,14,14:40,충북,충북,옥천,청성,소서,기,기타(직접입력),용접부주의,0.06
2023,03,14,13:37,화,2023,03,14,14:30,강원,강원,홍천,영귀미,삼현,기,기타(직접입력),불씨취급부주의,0.16
2023,03,14,13:30,화,2023,03,14,15:02,경기,경기,파주,파주,봉서,기,기타(직접입력),미상,0.03
2023,03,14,12:44,화,2023,03,14,13:14,충북,충북,보은,탄부,상장,기,기타(직접입력),성묘객실화,0.01
2023,03,14,12:30,화,2023,03,14,13:50,경북,경북,예천,개포,장송,,기타(직접입력),영농부산물소각,0.1
2023,03,13,20:07,월,2023,03,13,23:00,남부,경북,봉화,소천,남회룡,기,기타(직접입력),미상,0.6
2023,03,13,09:33,월,2023,03,13,11:40,전남,전남,화순,이양,목곡,입,기타(직접입력),입산자실화추정,0.03
2023,03,13,06:59,월,2023,03,13,08:15,경남,경남,거제,사등,오량,기,기타(직접입력),낙뢰,0.01
2023,03,12,14:39,일,2023,03,12,17:00,경기,경기,안양,만안,석수,담,기타(직접입력),담뱃불실화,0.01
2023,03,12,03:56,일,2023,03,12,08:51,경남,경남,하동,옥종,위태,기,기타(직접입력),조사중,0.5
2023,03,11,23:16,토,2023,03,12,01:00,서울,서울,도봉,,도봉,기,방화,방화추정,0.02
2023,03,11,22:32,토,2023,03,12,14:00,경남,경남,양산,원동,선,,기타(직접입력),건축물화재비화,2.96
2023,03,11,20:56,토,2023,03,12,10:00,충남,충남,당진,석문,난지도,기,기타(직접입력),미상,1.3
2023,03,11,15:36,토,2023,03,11,23:08,광주,광주,북,,동림,쓰,기타(직접입력),쓰레기소각,4
2023,03,11,15:35,토,2023,03,11,16:15,경기,경기,파주,조리,능안,기,기타(직접입력),미상,0.02
2023,03,11,15:00,토,2023,03,11,17:00,충남,충남,천안 동남,풍세,보성,기,기타(직접입력),미상,0.66
2023,03,11,14:50,토,2023,03,11,18:30,충남,충남,공주,탄천,운곡,쓰,기타(직접입력),쓰레기소각,0.4
2023,03,11,14:35,토,2023,03,11,22:00,대구,대구,남,,대명,기,기타(직접입력),조사중,1
2023,03,11,14:35,토,2023,03,11,16:30,전북,전북,남원,송동,송기,쓰,기타(직접입력),쓰레기소각,0.3
2023,03,11,14:11,토,2023,03,11,16:00,충남,충남,천안,서북,부대,,논밭두렁소각,논두렁소각,0.3
2023,03,11,14:11,토,2023,03,11,18:00,경기,경기,안성,대덕,대농,,기타(직접입력),밭두렁소각,0.15
2023,03,11,13:24,토,2023,03,12,16:13,경남,경남,하동,화개,범왕,입,기타(직접입력),입산자실화추정,128.5
2023,03,11,12:22,토,2023,03,11,13:00,충북,충북,괴산,청천,지경,기,기타(직접입력),재처리부주의,0.3
2023,03,11,12:03,토,2023,03,11,14:30,강원,강원,홍천,서,개야,기,기타(직접입력),미상,0.15
2023,03,11,11:33,토,2023,03,11,14:30,충남,충남,천안,동남,신방,,기타(직접입력),밭두렁소각,1.3
2023,03,10,15:57,금,2023,03,10,16:42,경남,경남,함양,병곡,원산,기,기타(직접입력),조사중,0.01
2023,03,10,14:58,금,2023,03,10,16:19,경기,경기,남양주,별내,용암,,논밭두렁소각,밭두렁소각,0.27
2023,03,10,13:05,금,2023,03,10,18:30,전북,전북,정읍,입암,봉양,입,기타(직접입력),입산자실화(취사),1
2023,03,10,13:04,금,2023,03,10,14:40,충북,충북,청주 상당,낭성,추정,,기타(직접입력),농업부산불소각,1
2023,03,10,12:10,금,2023,03,10,14:55,경북,경북,상주,공성,봉산,담,기타(직접입력),담뱃불실화,0.5
2023,03,09,15:57,목,2023,03,09,17:30,충남,충남,논산,노성,교촌,기,기타(직접입력),성묘객실화,0.1
2023,03,09,12:38,목,2023,03,09,13:10,경기,경기,용인 처인,백암,백봉,기,기타(직접입력),미상,0.06
2023,03,09,10:16,목,2023,03,09,12:40,충북,충북,보은,산외,중티,쓰,기타(직접입력),쓰레기소각,1
2023,03,09,08:32,목,2023,03,09,11:00,전남,전남,순천,송광,신평,,기타(직접입력),암자화재,0.1
2023,03,09,00:17,목,2023,03,09,02:50,충남,충남,당진,석문,교로,기,기타(직접입력),미상,0.15
2023,03,08,14:20,수,2023,03,08,17:02,대구,대구,북,,조야,기,기타(직접입력),조사중,0.03
2023,03,08,14:09,수,2023,03,08,15:10,경기,경기,평택,안중,삼정,,기타(직접입력),농산폐기물소각,0.15
2023,03,08,13:59,수,2023,03,11,09:15,경남,경남,합천,용주,월평,입,기타(직접입력),입산자실화추정,179.1
2023,03,08,13:34,수,2023,03,08,20:29,충남,충남,부여,옥산,홍연,,농산폐기물소각,농산폐기물소각,30
2023,03,08,10:50,수,2023,03,08,18:50,전남,전남,화순,백아,송단,쓰,기타(직접입력),쓰레기소각,2
2023,03,08,10:46,수,2023,03,08,17:00,대구,대구,동,,백안,기,기타(직접입력),미상,0.3
2023,03,07,18:53,화,2023,03,07,19:21,경기,경기,포천,군내,하성북,담,담뱃불실화,담뱃불실화,0.01
2023,03,07,18:28,화,2023,03,07,19:50,대구,대구,북,,노곡,기,기타(직접입력),조사중,0.03
2023,03,07,17:04,화,2023,03,07,17:50,충남,충남,서천,서천,태월,,기타(직접입력),밭두렁소각,0.06
2023,03,07,15:53,화,2023,03,07,19:00,부산,부산,금정,,오륜,입,기타(직접입력),입산자실화,0.01
2023,03,07,15:47,화,2023,03,07,19:00,경남,경남,산청,차황,장박,기,기타(직접입력),조사중,1
2023,03,07,14:11,화,2023,03,07,15:48,경북,경북,칠곡,지천,용산,입,기타(직접입력),입산자실화추정,0.03
2023,03,07,13:45,화,2023,03,07,17:00,대구,대구,수성,,지산,쓰,기타(직접입력),쓰레기소각,0.5
2023,03,07,12:35,화,2023,03,07,20:15,충남,충남,당진,면천,율사,,농산폐기물소각,농산폐기물소각,7
2023,03,06,17:06,월,2023,03,06,20:00,경북,경북,울진,금강송,쌍전,,기타(직접입력),농산부산물소각,0.8
2023,03,06,16:49,월,2023,03,06,19:31,경북,경북,안동,예안,인계,입,기타(직접입력),입산자실화추정,0.12
2023,03,06,16:29,월,2023,03,06,17:10,강원,강원,고성,죽왕,향목,기,기타(직접입력),조사중,0.01
2023,03,06,16:19,월,2023,03,06,16:55,충북,충북,청주 청원,오창,가좌,기,기타(직접입력),조사중,0.3
2023,03,06,15:23,월,2023,03,06,18:00,경남,경남,밀양,,활성,기,기타(직접입력),용접중실화,0.2
2023,03,06,15:18,월,2023,03,06,19:00,경기,경기,안성,보개,오두,기,기타(직접입력),용접불씨부주의,0.5
2023,03,06,15:12,월,2023,03,06,17:30,충북,충북,충주,주덕,삼청,쓰,기타(직접입력),쓰레기소각,0.02
2023,03,06,14:57,월,2023,03,06,19:00,경기,경기,안성,죽산,용설,쓰,기타(직접입력),쓰레기소각,2
2023,03,06,13:56,월,2023,03,06,18:00,전남,전남,장성,진원,산동,기,기타(직접입력),원인미상,0.5
2023,03,06,13:08,월,2023,03,06,14:35,강원,강원,횡성,서원,석화,쓰,기타(직접입력),쓰레기소각,0.15
2023,03,06,13:00,월,2023,03,06,16:30,전남,전남,고흥,풍양,풍남,담,기타(직접입력),담뱃불실화,0.2
2023,03,06,12:40,월,2023,03,06,17:00,전북,전북,임실,임실,금성,기,기타(직접입력),성묘객실화,0.4
2023,03,06,11:51,월,2023,03,06,15:39,전남,전남,무안,몽탄,청용,,농산폐기물소각,영농부산물소각,0.26
2023,03,06,10:18,월,2023,03,06,16:18,경북,경북,청송,파천,송강,,농산폐기물소각,농산폐기물소각,3
2023,03,06,09:56,월,2023,03,06,11:30,경남,경남,합천,가야,치인,기,기타(직접입력),조사중,0.02
2023,03,06,00:17,월,2023,03,06,10:40,경북,경북,성주,선남,문방,,기타(직접입력),농막화재,0.16
2023,03,05,19:18,일,2023,03,05,21:34,충남,충남,서산,운산,안호,담,기타(직접입력),담뱃불실화,0.5
2023,03,05,15:40,일,2023,03,05,16:10,인천,인천,남동,,장수,기,기타(직접입력),원인미상,0.01
2023,03,05,14:50,일,2023,03,05,17:10,전남,전남,구례,산동,수기,입,기타(직접입력),입산자실화추정,0.05
2023,03,05,14:13,일,2023,03,05,17:00,전남,전남,완도,신지,월양,쓰,쓰레기소각,쓰레기소각,0.3
2023,03,05,13:33,일,2023,03,05,16:30,충남,충남,공주,탄천,광명,쓰,기타(직접입력),쓰레기소각,0.9
2023,03,05,12:46,일,2023,03,05,14:44,경남,경남,창녕,대합,주매,기,기타(직접입력),조사중,0.05
2023,03,05,12:16,일,2023,03,05,14:30,전북,전북,무주,무풍,금평,담,기타(직접입력),담뱃불실화,0.3
2023,03,05,12:16,일,2023,03,05,17:20,경북,경북,경산,남천,산전,쓰,기타(직접입력),쓰레기소각,3
2023,03,05,11:54,일,2023,03,05,13:20,광주,광주,광산,,내산,기,기타(직접입력),조사중,0.05
2023,03,05,05:34,일,2023,03,05,07:20,대전,대전,동,,직,기,기타(직접입력),원인미상,0.15
2023,03,04,18:53,토,2023,03,04,22:00,전북,전북,완주,비봉,이전,입,기타(직접입력),입산자실화추정,0.1
2023,03,04,18:29,토,2023,03,04,20:00,광주,광주,동,,지산,기,기타(직접입력),조사중,0.01
2023,03,04,18:09,토,2023,03,05,12:00,대구,대구,남,,대명,기,기타(직접입력),조사중,4
2023,03,04,14:15,토,2023,03,04,15:10,중부,충북,제천,봉양,학산,쓰,쓰레기소각,쓰레기소각,0.3
2023,03,04,13:40,토,2023,03,04,15:57,전남,전남,화순,동,대포,쓰,쓰레기소각,쓰레기소각,0.5
2023,03,04,13:00,토,2023,03,04,13:57,충남,충남,부여,충화,현미,기,기타(직접입력),모터전기합선,0.3
2023,03,04,10:50,토,2023,03,04,11:40,대전,대전,서,,용촌,기,기타(직접입력),원인미상,0.01
2023,03,03,19:32,금,2023,03,03,20:20,경기,경기,여주,강천,부평,기,기타(직접입력),원인미상,0.01
2023,03,03,18:06,금,2023,03,03,20:15,세종,세종,전동,,청람,입,기타(직접입력),입산자실화추정,0.26
2023,03,03,17:25,금,2023,03,03,18:07,경기,경기,양평,용문,삼성,쓰,기타(직접입력),쓰레기소각,0.02
2023,03,03,14:16,금,2023,03,03,15:35,경남,경남,김해,,어방,기,기타(직접입력),원인미상,0.03
2023,03,03,14:13,금,2023,03,04,11:57,전남,전남,순천,월등,망용,,기타(직접입력),농산부산뭀각,47
2023,03,03,14:11,금,2023,03,04,17:00,남부,경북,영양,영양,무창,기,기타(직접입력),화목보일러재투기,16.1
